<<<<<<< HEAD
district,mandal,village,rainfall_mm,date,centroid_lat,centroid_lon,year,month,day,rain_lag1,rain_lag2,predicted_rain,risk_level
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,13.109457901727914,78.63853865602005,2022,1,1,1.1870186,0.10542491,0.84792125,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,15.596262803152682,79.35868217227559,2022,1,1,0.84792125,1.1870186,7.1000506020000005,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,18.748583629753703,83.72578297876215,2022,1,1,0.84792125,0.84792125,14.891676,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,14.459750843951651,78.05420651146291,2022,1,1,14.891676,0.84792125,16.841194,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,13.808878740964015,78.54830637226478,2022,1,1,16.841194,14.891676,29.27134812,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,16.291478611331048,79.75389723333056,2022,1,1,42.776176,16.841194,0.8,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,13.714521084779005,78.43267784336676,2022,1,1,0.8,42.776176,10.04439705,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,14.019402708669144,77.91158041290224,2022,1,1,16.841194,0.8,17.901229382,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,14.207882828487394,79.45147484585078,2022,1,1,14.891676,16.841194,13.206956763999997,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,15.428308971382268,78.16628198543658,2022,1,1,32.511967,14.891676,3.2789938659999995,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,17.93305581097681,83.27941519444158,2022,1,1,0.10542491,32.511967,0.8,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,15.678514662506975,78.89643048294941,2022,1,1,0.8,0.10542491,3.927950080000001,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,13.02930827303371,78.57956988227086,2022,1,1,1.1870186,0.8,3.86013061,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,14.967008100001324,79.12028726972093,2022,1,1,1.1870186,1.1870186,3.6183352000000006,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,18.07944444406446,82.99971088370154,2022,1,1,0.8,1.1870186,32.511967,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,15.169804971174663,77.74401917658871,2022,1,1,32.511967,0.8,15.2815796,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,16.445495262922577,80.58108971045135,2022,1,1,14.891676,32.511967,12.50004622,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,18.703912078286933,84.10535160260547,2022,1,1,42.776176,14.891676,21.9397924,MEDIUM
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,17.481938972720744,82.07938102945462,2022,1,1,14.891676,42.776176,6.586733328000001,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,13.969585414528703,79.48815374281037,2022,1,1,0.10542491,14.891676,6.725648346,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,14.33575690272652,78.96960668288108,2022,1,1,0.10542491,0.10542491,12.15074452,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,13.24974013372119,79.38228973811088,2022,1,1,14.891676,0.10542491,13.64917849,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,18.706138314570488,83.93775700370928,2022,1,1,32.511967,14.891676,15.769839760000002,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,13.38911459682187,79.60825392942664,2022,1,1,1.1870186,32.511967,15.611712800000001,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,17.376700218300382,82.31887540926193,2022,1,1,16.841194,1.1870186,32.328098999999995,MEDIUM
Tirupati,Pakala,Forest,16.841194,2022-01-01,17.432234663009375,82.28971819912758,2022,1,1,42.776176,16.841194,21.6382868,MEDIUM
Tirupati,Pakala,Forest,16.841194,2022-01-01,13.741921994654328,79.1853965887407,2022,1,1,16.841194,42.776176,12.4058700625,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,16.200715822867913,79.75199818561354,2022,1,1,16.841194,16.841194,7.452008279999999,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,15.997639413177062,79.27477476839263,2022,1,1,1.1870186,16.841194,32.511967,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,13.880670720428336,79.48207142385148,2022,1,1,32.511967,1.1870186,34.390525049999994,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,17.774195480262907,81.47807508982896,2022,1,1,42.776176,32.511967,0.8000000000000002,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,16.742783892524763,80.56478479951312,2022,1,1,0.8,42.776176,7.24523035,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,15.428308971382268,78.16628198543658,2022,1,1,0.84792125,0.8,34.564808799999994,MEDIUM
Tirupati,Pakala,Forest,16.841194,2022-01-01,16.319251121376773,79.48186489670309,2022,1,1,32.511967,0.84792125,26.2436578,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,17.611016581094216,80.95114136246801,2022,1,1,16.841194,32.511967,13.503955299999998,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,18.671501409184287,83.9975404314357,2022,1,1,32.511967,16.841194,3.9279500799999996,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,15.587046437709343,78.68654373986102,2022,1,1,1.1870186,32.511967,9.98948135,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,18.692850509650565,84.18768636485363,2022,1,1,0.84792125,1.1870186,7.24523035,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,17.45324764900837,82.36326397131404,2022,1,1,0.84792125,0.84792125,1.1870186,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,14.37213009668121,79.10543354324997,2022,1,1,1.1870186,0.84792125,22.0281904,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,14.32769767753978,79.44832093870936,2022,1,1,16.841194,1.1870186,34.380940800000005,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,17.49276272898967,81.84528685444226,2022,1,1,42.776176,16.841194,18.04972865,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,18.80314392420809,83.33053222316899,2022,1,1,14.891676,42.776176,26.179157850000003,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,13.57818949165973,78.73677861924837,2022,1,1,32.511967,14.891676,24.01026752,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,14.11679801462221,78.96692299367372,2022,1,1,42.776176,32.511967,15.674802719999999,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,17.51694527065358,82.69128035411234,2022,1,1,14.891676,42.776176,9.40981304,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,15.311312048278866,79.07766254521977,2022,1,1,14.891676,14.891676,26.179157850000003,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,15.085448738202407,79.06148657529485,2022,1,1,32.511967,14.891676,12.0733408,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,15.450859023347862,78.23291098644843,2022,1,1,14.891676,32.511967,1.11919913,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,18.35507425062557,82.58656293099682,2022,1,1,1.1870186,14.891676,12.403474,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,13.913248775891322,79.06948824412524,2022,1,1,0.8,1.1870186,18.117548120000002,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,17.735808931059346,82.1803190324715,2022,1,1,14.891676,0.8,9.33240932,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,13.635117908828146,78.89334280722625,2022,1,1,14.891676,14.891676,29.3778124,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,18.822250170251884,83.65268631036253,2022,1,1,32.511967,14.891676,26.246977319999996,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,13.730966026114286,78.28729582006655,2022,1,1,32.511967,32.511967,0.8383369999999999,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,18.000965836498068,82.45639033908644,2022,1,1,0.84792125,32.511967,3.452578728,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,13.408825639589695,79.38514287028316,2022,1,1,0.10542491,0.84792125,32.189183981999996,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,13.33975349463508,79.1488203533038,2022,1,1,42.776176,0.10542491,9.22398795,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,17.273491239728234,82.33983607930017,2022,1,1,0.8,42.776176,4.182214740000001,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,17.15720995153419,81.05575708775288,2022,1,1,1.1870186,0.8,6.735232596,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,18.706138314570488,83.93775700370928,2022,1,1,0.10542491,1.1870186,18.291132982,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,13.9114329303871,78.57663545790845,2022,1,1,16.841194,0.10542491,0.47024291599999996,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,13.228982670005474,79.29818699785882,2022,1,1,0.10542491,16.841194,26.246977319999996,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,13.36966353372949,79.49287609917451,2022,1,1,32.511967,0.10542491,34.564808799999994,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,15.501443198774837,79.58941126793269,2022,1,1,32.511967,32.511967,23.6170444,MEDIUM
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,13.079318935965093,78.92545708279602,2022,1,1,14.891676,32.511967,3.6688974659999998,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,13.889736996654312,78.36386440830859,2022,1,1,0.10542491,14.891676,29.193944400000003,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,18.33785497248643,83.00642374541046,2022,1,1,42.776176,0.10542491,34.3809408,MEDIUM
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,18.600895708659746,83.29904839220364,2022,1,1,42.776176,42.776176,7.452008279999999,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,13.596995497721975,78.74825613007756,2022,1,1,1.1870186,42.776176,34.45834452,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,13.937264870496415,79.31107467916802,2022,1,1,42.776176,1.1870186,4.036991550000001,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,13.924627126332442,79.19507671473477,2022,1,1,0.84792125,42.776176,1.1870186,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,13.860230200064976,79.06046400045544,2022,1,1,1.1870186,0.84792125,16.841194,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,17.792391121850137,83.03885031677706,2022,1,1,16.841194,1.1870186,9.98948135,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,17.0246161047113,81.82531092801219,2022,1,1,0.84792125,16.841194,28.23199965,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,16.473753184444938,79.28388940815164,2022,1,1,32.511967,0.84792125,26.030658582,MEDIUM
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,18.60178254375932,83.81043119333107,2022,1,1,32.511967,32.511967,7.452008279999999,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,14.247087069762287,79.0276451728053,2022,1,1,1.1870186,32.511967,14.831905599999999,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,13.540254646344206,79.3504322601042,2022,1,1,14.891676,1.1870186,26.1695736,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,15.411104686153944,77.96414135795419,2022,1,1,32.511967,14.891676,22.506600382,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,17.611016581094216,80.95114136246801,2022,1,1,32.511967,32.511967,0.8383369999999999,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,16.647839113875765,81.2079902088899,2022,1,1,0.84792125,32.511967,12.08292505,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,16.423473505439787,81.54801025985749,2022,1,1,14.891676,0.84792125,15.76983976,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,17.42491386606921,81.38253904776819,2022,1,1,1.1870186,14.891676,0.3508414418,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,18.000965836498068,82.45639033908644,2022,1,1,0.8,1.1870186,29.055029382000004,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,17.597206583891435,81.93739428744428,2022,1,1,42.776176,0.8,18.415734200000003,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,13.784650661168152,79.5072919419201,2022,1,1,14.891676,42.776176,20.8584796,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,14.29922829285746,79.13896188914688,2022,1,1,14.891676,14.891676,4.08564252,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,18.767641997309827,84.29051220165212,2022,1,1,0.8,14.891676,26.030658582,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,13.728068968802948,79.48660193079844,2022,1,1,32.511967,0.8,6.465423150000001,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,17.42491386606921,81.38253904776819,2022,1,1,0.84792125,32.511967,29.147639394000002,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,18.706809129687656,84.2310743694071,2022,1,1,42.776176,0.84792125,26.179157850000003,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,17.0246161047113,81.82531092801219,2022,1,1,32.511967,42.776176,12.042323149999998,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,17.370123700628632,81.99746177047804,2022,1,1,0.84792125,32.511967,9.195235199999997,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,15.47279209922521,77.06168262692475,2022,1,1,0.8,0.84792125,34.3809408,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,13.24974013372119,79.38228973811088,2022,1,1,42.776176,0.8,34.390525049999994,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,15.428308971382268,78.16628198543658,2022,1,1,42.776176,42.776176,4.11439527,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,18.312062070154056,82.51910155553034,2022,1,1,0.84792125,42.776176,34.564808799999994,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,13.16470498313624,79.30578929553735,2022,1,1,32.511967,0.84792125,26.045475999999997,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,13.434099146296315,78.78946368992477,2022,1,1,14.891676,32.511967,9.2335722,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,15.457918532520932,77.11342669797799,2022,1,1,0.84792125,14.891676,7.142393399999998,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,18.822250170251884,83.65268631036253,2022,1,1,0.8,0.84792125,42.776176,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,13.966130596831167,78.1049611808708,2022,1,1,42.776176,0.8,42.776176,MEDIUM
Tirupati,Pakala,Forest,16.841194,2022-01-01,15.173680582247144,77.87646925423127,2022,1,1,42.776176,42.776176,13.494040182,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,13.47091547561469,79.228654447555,2022,1,1,16.841194,42.776176,16.841194,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,15.497617239227232,78.1192068879738,2022,1,1,16.841194,16.841194,25.924194302,MEDIUM
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,16.39251858889323,79.69863205383315,2022,1,1,42.776176,16.841194,8.639575128000002,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,16.612565277218945,81.11711939219506,2022,1,1,0.10542491,42.776176,13.25263585,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,15.173680582247144,77.87646925423127,2022,1,1,16.841194,0.10542491,18.4157342,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,18.17947426128891,83.23106854366817,2022,1,1,14.891676,16.841194,9.50485008,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,17.348423248284213,81.79514961721335,2022,1,1,1.1870186,14.891676,34.380940800000005,MEDIUM
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,13.499615101077696,79.05237374229996,2022,1,1,42.776176,1.1870186,9.50485008,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,17.826033272573397,81.20589460425349,2022,1,1,1.1870186,42.776176,10.4438849,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,13.635117908828146,78.89334280722625,2022,1,1,0.84792125,1.1870186,13.5780395,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,14.11679801462221,78.96692299367372,2022,1,1,0.84792125,0.84792125,0.7672414519999998,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,17.557790010860067,82.43396377627623,2022,1,1,0.84792125,0.84792125,14.986713040000001,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,18.74600201828074,84.24159286676792,2022,1,1,14.891676,0.84792125,28.665125782,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,18.18939989674662,83.0549737625791,2022,1,1,42.776176,14.891676,31.622375999999996,MEDIUM
Tirupati,Pakala,Forest,16.841194,2022-01-01,16.507916881750926,80.01734672593217,2022,1,1,14.891676,42.776176,19.9753486,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,13.983722498805514,78.26864182280671,2022,1,1,16.841194,14.891676,3.4794201820000006,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,14.452074673489465,78.91715521531036,2022,1,1,0.8,16.841194,16.841194,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,15.36693036567572,77.92928287460859,2022,1,1,16.841194,0.8,19.9753486,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,13.739122970738388,79.57121249999136,2022,1,1,16.841194,16.841194,34.3809408,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,17.573418765049546,82.11539313296393,2022,1,1,42.776176,16.841194,29.3778124,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,16.100210414326334,79.70118432440569,2022,1,1,32.511967,42.776176,42.776176,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,16.200715822867913,79.75199818561354,2022,1,1,42.776176,32.511967,0.8383369999999999,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,18.767641997309827,84.29051220165212,2022,1,1,0.84792125,42.776176,29.9594378,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,15.235213606227628,77.88458272359686,2022,1,1,42.776176,0.84792125,17.312640363999996,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,15.271312652418423,78.0439131459566,2022,1,1,42.776176,42.776176,0.10542491000000001,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,14.279400576197428,78.32985515014842,2022,1,1,0.10542491,42.776176,6.66888156,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,16.023211513005474,78.54390567951133,2022,1,1,1.1870186,0.10542491,7.37460456,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,13.600033418747747,79.21649688373148,2022,1,1,1.1870186,1.1870186,28.2224154,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,17.42856919350279,82.3290833268054,2022,1,1,32.511967,1.1870186,22.6455154,MEDIUM
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,17.34916912584253,81.54490050488849,2022,1,1,32.511967,32.511967,3.85054636,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,15.110788855862236,79.22489187579032,2022,1,1,1.1870186,32.511967,6.514074119999999,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,18.655446774809132,84.1497206168474,2022,1,1,0.8,1.1870186,9.43703061,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,12.663595204922782,78.33317984218392,2022,1,1,1.1870186,0.8,0.6994219819999999,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,18.703912078286933,84.10535160260547,2022,1,1,0.84792125,1.1870186,13.494040182,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,13.33975349463508,79.1488203533038,2022,1,1,16.841194,0.84792125,17.659825050000002,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,13.473098681110988,79.4531585912589,2022,1,1,14.891676,16.841194,13.225880990000002,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,17.313435337768283,81.78168658462654,2022,1,1,14.891676,14.891676,34.380940800000005,MEDIUM
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,13.964522100776898,77.90275381320295,2022,1,1,42.776176,14.891676,3.3405051640000005,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,13.030178807205091,79.1542459703443,2022,1,1,0.10542491,42.776176,20.468576000000002,MEDIUM
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,14.053451073419447,78.85066615515669,2022,1,1,14.891676,0.10542491,1.1870186,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,14.33575690272652,78.96960668288108,2022,1,1,1.1870186,14.891676,3.869323782000001,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,13.057392420010425,78.66345475103164,2022,1,1,0.8,1.1870186,26.35068063,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,17.531749555837095,82.15063104808777,2022,1,1,42.776176,0.8,15.458483981999999,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,13.84837968052136,78.4737312685091,2022,1,1,14.891676,42.776176,31.040750600000003,MEDIUM
